"spkid","full_name","pdes","name","pha","H","G","diameter","albedo","rot_per","epoch_mjd","e","a","q","i","om","w","ma","ad","moid","moid_jup","t_jup","class"
3578982,"       (2011 SP32)","2011 SP32",,N,23.60,,,,,55828,0.5911,2.176,0.890,2.95,10.34,288.49,14.22,3.46,0.0216,1.8,3.43,APO
3578981,"       (2011 SQ32)","2011 SQ32",,N,25.00,,,,,59800,0.5916,2.499,1.021,1.60,12.31,334.11,274.57,3.98,0.0183,1.45,3.2,AMO
3579073,"       (2011 SE58)","2011 SE58",,N,27.80,,,,,59800,0.6114,1.894,0.736,1.21,5.39,70.78,43.50,3.05,0.000647,2.26,3.7,APO
3579074,"       (2011 SS67)","2011 SS67",,N,22.20,,,,,59800,0.5806,2.973,1.247,11.84,183.52,219.02,38.11,4.70,0.283,0.904,2.96,AMO
3579075,"       (2011 SU67)","2011 SU67",,N,19.90,,,,,59800,0.5787,2.987,1.258,18.68,179.07,126.88,52.31,4.72,0.34,1.35,2.91,AMO
3579076,"       (2011 SJ68)","2011 SJ68",,N,19.20,,,,,59800,0.4447,2.263,1.257,26.57,183.23,211.40,64.43,3.27,0.298,2.31,3.36,AMO
3579077,"       (2011 SK68)","2011 SK68",,N,27.60,,,,,59800,0.2979,1.362,0.957,7.80,180.92,135.18,324.84,1.77,0.0131,3.54,4.79,APO
3579078,"       (2011 SM68)","2011 SM68",,Y,19.63,,,,,59800,0.6643,1.396,0.469,19.24,24.04,109.21,166.08,2.32,0.000816,2.91,4.46,APO
3579079,"       (2011 SP68)","2011 SP68",,N,22.05,,,,,59800,0.1610,1.353,1.136,9.26,25.36,301.38,353.84,1.57,0.174,3.69,4.84,AMO
3579080,"       (2011 SU68)","2011 SU68",,N,21.30,,,,,59800,0.4651,2.327,1.245,5.52,232.58,150.96,13.08,3.41,0.254,2.07,3.42,AMO
3579081,"       (2011 SR69)","2011 SR69",,N,20.10,,,,,59800,0.5492,2.409,1.086,5.84,227.37,206.79,308.53,3.73,0.11,1.6,3.29,AMO
3579082,"       (2011 SP70)","2011 SP70",,N,23.10,,,,,55829,0.5258,1.974,0.936,5.82,145.66,293.58,337.28,3.01,0.0536,2.31,3.68,APO
3579457,"       (2011 SU71)","2011 SU71",,N,24.30,,,,,55826,0.1634,1.475,1.234,14.74,351.00,3.56,1.18,1.72,0.229,3.7,4.54,AMO
3579459,"       (2011 SW71)","2011 SW71",,N,22.66,,,,,59800,0.5385,2.288,1.056,7.45,23.92,307.07,60.09,3.52,0.103,1.91,3.38,AMO
3579460,"       (2011 SE97)","2011 SE97",,N,24.70,,,,0.017,59800,0.6667,2.522,0.841,2.38,188.76,243.12,243.10,4.20,0.00752,1.13,3.1,APO
3579622,"       (2011 SM102)","2011 SM102",,N,24.60,,,,,59800,0.5554,2.473,1.099,1.68,109.55,251.30,287.97,3.85,0.1,1.61,3.25,AMO
3579623,"       (2011 SC108)","2011 SC108",,N,27.90,,,,,55831,0.7435,2.505,0.643,6.88,3.34,82.00,348.72,4.37,0.00234,1.09,3,APO
3579624,"       (2011 SE108)","2011 SE108",,N,21.20,,,,,59800,0.5433,2.468,1.127,3.42,139.95,284.47,269.61,3.81,0.154,1.56,3.26,AMO
3579625,"       (2011 SF108)","2011 SF108",,N,20.06,,,,,59800,0.5310,2.415,1.132,7.68,6.97,281.14,349.50,3.70,0.181,1.61,3.3,AMO
3579928,"       (2011 SM120)","2011 SM120",,N,22.40,,,,,59800,0.4060,2.188,1.299,4.51,189.94,167.73,131.53,3.08,0.296,2.38,3.56,AMO
3579748,"       (2011 SY120)","2011 SY120",,N,23.20,,,,,59800,0.2296,1.217,0.937,31.93,2.56,115.09,307.03,1.50,0.0517,3.62,5.08,APO
3579749,"       (2011 SZ120)","2011 SZ120",,N,22.23,,,,,59800,0.4278,2.233,1.278,24.94,185.36,139.08,108.46,3.19,0.336,2.46,3.4,AMO
3579750,"       (2011 SA121)","2011 SA121",,N,24.90,,,,,55832,0.2813,1.441,1.035,21.75,187.90,147.44,16.96,1.85,0.0669,3.62,4.55,AMO
3580053,"       (2011 SF173)","2011 SF173",,N,22.00,,,,,59800,0.5809,3.056,1.281,22.58,25.90,332.32,15.53,4.83,0.313,0.874,2.85,AMO
3580054,"       (2011 SG173)","2011 SG173",,N,25.00,,,,,55830,0.4806,2.052,1.066,1.84,87.07,241.59,11.47,3.04,0.0609,2.33,3.64,AMO
3580055,"       (2011 SL173)","2011 SL173",,N,25.50,,,,,55832,0.1451,1.163,0.994,25.50,186.85,238.03,314.53,1.33,0.0538,3.88,5.32,APO
3580056,"       (2011 SM173)","2011 SM173",,N,27.80,,,,,59800,0.6521,2.491,0.867,0.53,175.84,237.43,261.50,4.12,0.00139,1.28,3.14,APO
3580319,"       (2011 SG189)","2011 SG189",,N,20.66,,,,,59800,0.6034,2.239,0.888,37.07,20.60,276.52,109.98,3.59,0.236,3.09,3.16,APO
3580320,"       (2011 SH189)","2011 SH189",,N,24.10,,,,,59800,0.1054,1.224,1.095,5.87,182.72,217.44,343.97,1.35,0.108,3.84,5.21,AMO
3580321,"       (2011 SJ189)","2011 SJ189",,N,22.60,,,,,59800,0.3865,1.876,1.151,4.64,23.36,8.44,73.23,2.60,0.157,2.85,3.88,AMO
3580322,"       (2011 SK189)","2011 SK189",,N,23.80,,,,,55833,0.3636,1.748,1.112,27.82,7.36,355.29,2.39,2.38,0.111,3.08,3.93,AMO
3580323,"       (2011 SL189)","2011 SL189",,N,24.73,,,,,55834,0.5962,2.509,1.013,1.39,347.43,65.25,350.11,4.00,0.0322,1.41,3.19,APO
3580324,"       (2011 SM189)","2011 SM189",,N,24.70,,,,,55834,0.5934,2.459,1.000,7.86,190.83,132.23,9.81,3.92,0.0611,1.54,3.21,APO
3580325,"       (2011 SN189)","2011 SN189",,N,25.60,,,,,55832,0.2929,1.528,1.080,16.03,4.31,356.54,2.31,1.97,0.0779,3.48,4.4,AMO
3580326,"       (2011 SO189)","2011 SO189",,N,26.50,,,,,55835,0.5670,1.998,0.865,4.45,2.38,306.86,15.35,3.13,0.00185,2.17,3.62,APO
3580665,"       (2011 SE191)","2011 SE191",,N,25.00,,,,,55836,0.6536,2.583,0.895,10.30,5.40,309.83,9.80,4.27,0.0181,1.21,3.06,APO
3580959,"       (2011 ST232)","2011 ST232",,N,21.40,,,,,59800,0.4557,2.131,1.160,2.13,332.34,337.50,207.97,3.10,0.145,2.19,3.58,AMO
3580960,"       (2011 SU232)","2011 SU232",,N,20.00,,,,,59800,0.4824,2.483,1.285,19.00,216.14,112.25,294.76,3.68,0.411,2.22,3.24,AMO
3581668,"       (2011 SE248)","2011 SE248",,N,22.40,,,,,59800,0.4965,2.343,1.180,5.02,210.33,146.50,12.31,3.51,0.183,1.97,3.38,AMO
3580666,"       (2011 TB)","2011 TB",,N,24.00,,,,,55836,0.6042,2.377,0.941,10.57,191.04,126.58,10.60,3.81,0.0512,1.69,3.25,APO
3580961,"       (2011 TH)","2011 TH",,N,23.50,,,,,55836,0.4474,1.719,0.950,5.08,200.28,102.03,24.76,2.49,0.0574,2.78,4.05,APO
3580962,"       (2011 TJ)","2011 TJ",,N,21.16,,,,,59800,0.6375,1.939,0.703,4.97,59.89,218.81,30.44,3.18,0.0524,2,3.62,APO
3580963,"       (2011 TK)","2011 TK",,Y,21.50,,,,,59800,0.6462,2.463,0.871,7.78,328.37,122.17,274.65,4.05,0.0274,1.3,3.15,APO
3580964,"       (2011 TO)","2011 TO",,N,26.58,,,,,59800,0.2799,0.9267,0.667,2.24,185.12,57.59,159.21,1.19,0.000412,3.82,6.42,ATE
3580965,"       (2011 TP)","2011 TP",,N,26.50,,,,,55837,0.4535,1.724,0.942,9.56,7.61,43.22,345.36,2.51,0.0174,2.94,4.03,APO
3581238,"       (2011 TG2)","2011 TG2",,N,20.30,,,,,59800,0.5148,0.8939,0.434,21.09,12.94,218.64,24.40,1.35,0.0512,3.67,6.48,ATE
3581505,"       (2011 TA4)","2011 TA4",,N,20.60,,,,,59800,0.6500,3.095,1.083,19.69,11.73,20.72,353.61,5.11,0.106,0.664,2.79,AMO
3581506,"       (2011 TB4)","2011 TB4",,N,25.40,,,,,59800,0.4555,1.307,0.711,6.73,11.48,90.99,49.43,1.90,0.00757,3.29,4.87,APO
3581507,"       (2011 TC4)","2011 TC4",,Y,20.38,,,,,59800,0.7198,1.492,0.418,3.13,200.69,309.38,291.24,2.57,0.0157,2.46,4.23,APO
3581554,"       (2011 TH5)","2011 TH5",,N,26.50,,,,,55838,0.2930,1.49,1.053,6.94,189.75,167.23,6.76,1.93,0.054,3.52,4.51,AMO
3581555,"       (2011 TJ5)","2011 TJ5",,N,26.10,,,,,55838,0.4027,1.46,0.872,10.39,9.73,70.18,328.17,2.05,0.0381,3.28,4.52,APO
3581556,"       (2011 TK5)","2011 TK5",,N,22.80,,,,,59800,0.4342,0.8534,0.483,12.60,186.01,348.98,126.07,1.22,0.116,3.74,6.81,ATE
3581557,"       (2011 TL5)","2011 TL5",,N,21.40,,,,,59800,0.3052,1.811,1.258,22.70,13.32,324.92,179.55,2.36,0.294,3.13,3.91,AMO
3581598,"       (2011 TO6)","2011 TO6",,N,26.30,,,,,55839,0.1542,1.218,1.030,12.49,9.98,44.95,327.62,1.41,0.0671,3.85,5.21,AMO
3581599,"       (2011 TP6)","2011 TP6",,N,25.50,,,,,59800,0.2246,1.321,1.024,2.59,192.30,227.84,21.39,1.62,0.0473,3.68,4.92,AMO
3581657,"       (2011 TQ8)","2011 TQ8",,N,24.50,,,,,59800,0.5905,2.144,0.878,6.16,13.07,305.97,176.42,3.41,0.0108,1.96,3.46,APO
3581669,"       (2011 TX8)","2011 TX8",,Y,21.90,,,,,59800,0.7086,0.9094,0.265,5.98,207.86,313.34,98.01,1.55,0.0126,3.44,6.31,ATE
3582010,"       (2011 TN9)","2011 TN9",,Y,21.39,,,,,59800,0.4513,1.899,1.042,4.10,199.16,163.09,53.88,2.76,0.0445,2.71,3.82,AMO
3582026,"       (2011 UA)","2011 UA",,N,18.60,,,,0.316391,59800,0.5483,2.291,1.035,8.92,347.24,321.77,56.87,3.55,0.068,1.8,3.37,AMO
3582027,"       (2011 UB)","2011 UB",,N,27.50,,,,,59800,0.4777,1.929,1.007,1.89,23.09,8.59,12.10,2.85,0.0136,2.6,3.77,APO
3582040,"       (2011 UD)","2011 UD",,N,20.70,,,,,55856,0.7806,2.033,0.446,8.82,357.37,146.74,339.21,3.62,0.101,1.44,3.33,APO
3582041,"       (2011 UE)","2011 UE",,N,25.00,,,,,59800,0.4391,1.789,1.003,7.85,22.78,340.68,194.50,2.57,0.0193,2.89,3.95,APO
3582056,"       (2011 UT)","2011 UT",,N,26.00,,,,,59800,0.5444,2.074,0.945,2.35,18.94,327.45,233.21,3.20,0.000505,2.23,3.57,APO
3582057,"       (2011 UU)","2011 UU",,N,23.00,,,,,59800,0.5538,2.584,1.153,6.80,215.55,175.95,216.18,4.01,0.159,1.44,3.18,AMO
3582083,"       (2011 UE10)","2011 UE10",,N,26.00,,,,,55853,0.3809,1.653,1.023,3.56,202.79,184.55,358.51,2.28,0.0274,3.18,4.19,AMO
3582084,"       (2011 UF10)","2011 UF10",,N,23.51,,,,,59800,0.2953,1.29,0.909,9.98,19.37,79.51,88.46,1.67,0.0673,3.52,4.97,APO
3582085,"       (2011 UG10)","2011 UG10",,N,25.10,,,,,55855,0.5794,2.455,1.033,1.74,358.44,15.59,3.10,3.88,0.0335,1.6,3.24,AMO
3582086,"       (2011 UH10)","2011 UH10",,N,27.10,,,,,55853,0.3158,1.464,1.001,3.35,23.36,27.79,346.96,1.93,0.0209,3.46,4.56,APO
3582087,"       (2011 UJ10)","2011 UJ10",,N,24.90,,,,,55857,0.6056,2.809,1.108,1.71,20.05,7.94,0.27,4.51,0.112,0.959,3.02,AMO
3582088,"       (2011 UK10)","2011 UK10",,N,25.10,,,,,59800,0.2593,1.23,0.911,6.08,196.80,125.32,12.45,1.55,0.000348,3.75,5.17,APO
3582089,"       (2011 UL10)","2011 UL10",,N,25.10,,,,,59800,0.6087,1.931,0.755,0.84,59.99,35.89,353.23,3.11,0.00786,2.11,3.66,APO
3582137,"       (2011 UG20)","2011 UG20",,Y,21.40,,,,,59800,0.6868,1.124,0.352,18.99,205.71,305.07,333.50,1.90,0.00481,3.22,5.27,APO
3582138,"       (2011 UH20)","2011 UH20",,Y,21.10,,,,,59800,0.3360,1.231,0.817,35.78,21.61,257.18,27.64,1.64,0.013,3.67,4.97,APO
3582139,"       (2011 UJ20)","2011 UJ20",,N,23.30,,,,,55853,0.2353,1.5,1.147,9.22,200.53,141.19,22.11,1.85,0.166,3.56,4.5,AMO
3582140,"       (2011 UN20)","2011 UN20",,N,23.10,,,,,59800,0.3169,1.572,1.074,13.10,209.94,150.89,186.90,2.07,0.1,3.42,4.33,AMO
3582141,"       (2011 UP20)","2011 UP20",,N,22.70,,,,,55855,0.2904,1.678,1.191,9.58,36.63,299.05,28.37,2.17,0.235,3.25,4.17,AMO
3582142,"       (2011 UQ20)","2011 UQ20",,N,24.40,,,,,55857,0.3230,1.579,1.069,2.67,202.58,142.55,22.53,2.09,0.0681,3.33,4.34,AMO
3582143,"       (2011 UT20)","2011 UT20",,Y,20.42,,,,,59800,0.4409,1.191,0.666,6.56,271.37,246.44,25.20,1.72,0.032,3.29,5.22,APO
3582145,"       (2011 UD21)","2011 UD21",,N,28.50,,,,,59800,0.0305,0.9786,0.949,1.06,22.35,209.87,208.72,1.01,0.00365,3.95,6.18,ATE
3582230,"       (2011 UE21)","2011 UE21",,N,20.40,,,,,55856,0.7325,2.23,0.597,44.74,9.73,255.90,20.75,3.86,0.0932,2.96,2.97,APO
3582231,"       (2011 UF21)","2011 UF21",,N,19.66,,,,,59800,0.4070,1.519,0.901,21.39,191.30,65.74,359.17,2.14,0.0646,3.06,4.34,APO
3582232,"       (2011 UG21)","2011 UG21",,N,19.40,,,,,59800,0.5471,0.9371,0.424,14.57,86.57,82.44,213.97,1.45,0.129,3.57,6.24,ATE
3582233,"       (2011 UH21)","2011 UH21",,N,23.00,,,,,59800,0.4544,1.96,1.070,3.40,21.23,50.92,321.90,2.85,0.0963,2.48,3.75,AMO
3582236,"       (2011 UJ21)","2011 UJ21",,N,23.80,,,,,55857,0.2746,0.9719,0.705,27.74,30.21,117.76,273.62,1.24,0.0307,3.82,6.09,ATE
3582234,"       (2011 UK21)","2011 UK21",,N,25.20,,,,,59800,0.4312,1.723,0.980,7.70,32.98,23.50,269.97,2.47,0.00937,2.92,4.05,APO
3582510,"       (2011 UP63)","2011 UP63",,N,23.80,,,,,59800,0.1213,1.077,0.946,11.33,29.53,93.96,160.59,1.21,0.0424,3.82,5.72,APO
3582511,"       (2011 UQ63)","2011 UQ63",,N,24.20,,,,,55855,0.5210,1.762,0.844,9.06,192.45,124.06,23.31,2.68,0.00234,2.7,3.93,APO
3582512,"       (2011 UR63)","2011 UR63",,N,25.80,,,,,55860,0.5953,2.234,0.904,4.05,208.12,131.76,11.75,3.56,0.00807,1.88,3.38,APO
3582513,"       (2011 US63)","2011 US63",,N,18.00,,,,,59800,0.7799,3.022,0.665,20.54,250.32,242.96,357.38,5.38,0.0623,1.36,2.62,APO
3582514,"       (2011 UT63)","2011 UT63",,N,24.80,,,,,55858,0.2883,1.437,1.023,21.74,206.94,167.17,8.38,1.85,0.0323,3.63,4.56,AMO
3582515,"       (2011 UU63)","2011 UU63",,N,24.30,,,,,55858,0.5371,1.619,0.749,10.87,207.72,261.24,333.97,2.49,0.0256,2.76,4.14,APO
3582516,"       (2011 UV63)","2011 UV63",,Y,21.70,,,,,59800,0.1339,1.193,1.033,9.79,13.67,189.86,287.75,1.35,0.035,3.6,5.3,AMO
3582517,"       (2011 UW63)","2011 UW63",,N,22.40,,,,,55857,0.3989,1.758,1.057,26.37,27.92,19.25,354.02,2.46,0.0774,3.02,3.91,AMO
3582518,"       (2011 UX63)","2011 UX63",,N,24.50,,,,,55859,0.5125,2.27,1.106,5.40,14.73,359.00,4.97,3.43,0.107,2.04,3.42,AMO
3582519,"       (2011 UY63)","2011 UY63",,N,22.20,,,,,55862,0.4106,1.252,0.738,21.71,20.54,125.33,294.07,1.77,0.133,3.32,4.99,APO
3582520,"       (2011 UZ63)","2011 UZ63",,N,22.39,,,,,59800,0.2872,1.777,1.267,20.84,214.83,169.90,202.62,2.29,0.276,3.17,3.98,AMO
3582521,"       (2011 UA64)","2011 UA64",,N,27.10,,,,,55856,0.6217,2.269,0.858,6.36,29.09,303.69,11.46,3.68,0.0109,1.75,3.32,APO
3582522,"       (2011 UB64)","2011 UB64",,N,25.00,,,,,59800,0.2737,1.439,1.045,5.74,206.84,165.48,100.57,1.83,0.0511,3.64,4.62,AMO
3582523,"       (2011 UC64)","2011 UC64",,N,27.90,,,,,59800,0.4627,1.071,0.576,3.93,211.47,288.13,207.37,1.57,0.00139,3.47,5.66,APO
3582524,"       (2011 UD64)","2011 UD64",,N,25.30,,,,,59800,0.3130,1.278,0.878,10.57,212.58,249.79,129.77,1.68,0.028,3.52,5,APO
3582663,"       (2011 UN91)","2011 UN91",,N,25.60,,,,,55857,0.6494,2.332,0.818,6.09,20.15,72.09,347.84,3.85,0.0274,1.48,3.24,APO
3582664,"       (2011 UO91)","2011 UO91",,N,25.40,,,,,55857,0.3948,1.199,0.725,5.66,28.88,261.20,52.25,1.67,0.0126,3.51,5.22,APO
3582665,"       (2011 UP91)","2011 UP91",,N,21.90,,,,,59800,0.4826,2.052,1.062,7.00,30.30,62.28,215.74,3.04,0.129,2.23,3.63,AMO
3582666,"       (2011 UQ91)","2011 UQ91",,N,20.86,,,,,59800,0.4066,1.999,1.186,38.48,215.01,236.14,268.17,2.81,0.335,2.97,3.49,AMO
3582667,"       (2011 UR91)","2011 UR91",,N,24.30,,,,,59800,0.5071,1.716,0.846,27.76,31.01,282.73,315.14,2.59,0.108,3.22,3.91,APO
3582668,"       (2011 US91)","2011 US91",,N,22.30,,,,,55859,0.2395,1.036,0.788,29.37,22.01,245.96,97.37,1.28,0.0748,3.82,5.78,APO
3582669,"       (2011 UT91)","2011 UT91",,N,23.10,,,,,59800,0.4097,1.363,0.805,13.56,231.61,246.94,237.86,1.92,0.00658,3.27,4.72,APO
3582864,"       (2011 UV114)","2011 UV114",,N,25.90,,,,,55858,0.2473,1.4,1.054,14.29,27.81,355.17,3.56,1.75,0.0584,3.72,4.69,AMO
3582865,"       (2011 UW114)","2011 UW114",,N,21.93,,,,,59800,0.5368,2.692,1.247,5.91,214.05,173.32,164.03,4.14,0.253,1.33,3.14,AMO
3582866,"       (2011 UX114)","2011 UX114",,N,22.29,,,,,59800,0.5312,2.48,1.162,5.89,186.16,215.77,269.88,3.80,0.181,1.64,3.26,AMO
3582867,"       (2011 UY114)","2011 UY114",,N,23.65,,,,,59800,0.0956,1.184,1.071,9.11,25.11,78.72,72.60,1.30,0.14,3.75,5.33,AMO
3582868,"       (2011 UZ114)","2011 UZ114",,N,25.50,,,,,55862,0.4842,1.906,0.983,1.24,226.30,209.44,346.48,2.83,0.00707,2.48,3.79,APO
3582869,"       (2011 UA115)","2011 UA115",,N,24.70,,,,,59800,0.6236,2.57,0.967,0.63,193.00,250.77,210.38,4.17,0.0086,1.11,3.12,APO
3582870,"       (2011 UB115)","2011 UB115",,N,23.90,,,,,55859,0.4260,1.799,1.032,12.81,209.00,240.12,336.02,2.56,0.142,2.78,3.93,AMO
3583386,"       (2011 UC115)","2011 UC115",,N,22.40,,,,,59800,0.4887,2.509,1.283,17.19,28.97,28.11,246.64,3.73,0.316,1.79,3.23,AMO
3582871,"       (2011 UD115)","2011 UD115",,N,22.50,,,,,59800,0.4598,1.704,0.921,4.57,233.38,94.92,329.23,2.49,0.0536,2.9,4.07,APO
3582873,"       (2011 UB131)","2011 UB131",,N,21.42,,,,,59800,0.8120,2.922,0.549,14.26,5.28,124.62,43.85,5.30,0.137,0.787,2.63,APO
3583428,"       (2011 UL147)","2011 UL147",,N,21.90,,,,,59800,0.4709,2.293,1.213,4.66,231.70,199.12,26.21,3.37,0.23,1.96,3.44,AMO
3583429,"       (2011 UM147)","2011 UM147",,N,18.60,,,,,59800,0.5348,2.659,1.237,6.47,250.29,62.99,207.36,4.08,0.248,1.33,3.16,AMO
3583690,"       (2011 UU158)","2011 UU158",,N,19.50,,,,,59800,0.4007,2.141,1.283,8.83,79.92,284.25,174.49,3.00,0.328,2.52,3.59,AMO
3583691,"       (2011 UV158)","2011 UV158",,N,22.13,,,,,59800,0.4968,1.808,0.910,5.62,6.11,118.90,123.69,2.71,0.0309,2.4,3.9,APO
3583808,"       (2011 UG169)","2011 UG169",,N,25.74,,,,,59800,0.2191,1.384,1.081,1.58,108.97,295.43,216.60,1.69,0.094,3.68,4.76,AMO
3583809,"       (2011 UH169)","2011 UH169",,N,21.20,,,,,59800,0.5256,2.704,1.283,11.00,28.02,353.33,161.83,4.13,0.287,1.34,3.13,AMO
3583812,"       (2011 UJ169)","2011 UJ169",,N,25.20,,,,,59800,0.2182,1.328,1.038,10.52,36.08,350.95,20.26,1.62,0.0472,3.83,4.89,AMO
3583810,"       (2011 UL169)","2011 UL169",,N,28.27,,,,,59800,0.3777,1.46,0.909,6.81,212.31,132.92,61.03,2.01,0.00113,3.43,4.54,APO
3583811,"       (2011 UM169)","2011 UM169",,N,25.00,,,,,55863,0.5251,1.698,0.806,6.26,210.86,114.72,22.60,2.59,0.00357,2.8,4.03,APO
3583978,"       (2011 UB190)","2011 UB190",,N,24.20,,,,,55861,0.2640,1.258,0.926,14.56,218.32,107.16,44.72,1.59,0.0663,3.77,5.05,APO
3583979,"       (2011 UC190)","2011 UC190",,N,26.10,,,,,59800,0.5536,2.112,0.943,8.11,33.94,327.15,192.80,3.28,0.00362,2.19,3.51,APO
3584135,"       (2011 UX192)","2011 UX192",,N,18.40,,,,,59800,0.7952,1.489,0.305,55.62,224.71,8.58,103.65,2.67,0.613,2.34,3.86,APO
3584136,"       (2011 UY192)","2011 UY192",,N,24.50,,,,,55863,0.4294,1.204,0.687,4.82,42.53,100.44,306.54,1.72,0.0134,3.31,5.19,APO
3584137,"       (2011 UA193)","2011 UA193",,N,24.70,,,,,55866,0.5905,2.504,1.026,11.96,215.16,180.58,0.60,3.98,0.0321,1.47,3.17,AMO
3585280,"       (2011 UR255)","2011 UR255",,N,19.79,,,,,59800,0.3266,1.871,1.260,21.27,221.78,98.35,133.59,2.48,0.437,3.12,3.84,AMO
3584575,"       (2011 UW255)","2011 UW255",,N,23.70,,,,,55865,0.4931,1.384,0.701,9.74,217.32,82.81,38.51,2.07,0.00714,3.22,4.64,APO
3584576,"       (2011 UX255)","2011 UX255",,N,27.40,,,,,55865,0.7878,1.932,0.410,7.83,215.15,70.19,17.23,3.45,0.000841,1.82,3.44,APO
3584577,"       (2011 UY255)","2011 UY255",,N,23.00,,,,,59800,0.3190,1.35,0.919,8.04,192.29,276.09,272.31,1.78,0.0765,3.37,4.81,APO
3584578,"       (2011 UZ255)","2011 UZ255",,N,23.20,,,,,59800,0.5785,2.037,0.859,3.47,213.17,125.44,269.14,3.22,0.0036,2.21,3.57,APO
3584579,"       (2011 UD256)","2011 UD256",,N,19.90,,,,,59800,0.5993,1.458,0.584,47.06,216.33,323.05,317.99,2.33,0.36,2.91,4.15,APO
3584580,"       (2011 UE256)","2011 UE256",,N,19.40,,,,,59800,0.8035,2.665,0.524,11.67,36.07,125.01,151.62,4.81,0.105,0.695,2.79,APO
3584581,"       (2011 UF256)","2011 UF256",,N,22.10,,,,,55866,0.6779,3.729,1.201,42.98,222.37,207.45,356.19,6.26,0.257,0.18,2.31,AMO
3584582,"       (2011 UG256)","2011 UG256",,N,20.20,,,,,59800,0.3509,1.96,1.272,26.20,222.68,132.79,353.67,2.65,0.356,3.02,3.69,AMO
3584583,"       (2011 UX275)","2011 UX275",,N,25.80,,,,,59800,0.0765,1.035,0.956,4.54,221.16,50.53,201.86,1.11,0.0188,3.89,5.92,APO
3584584,"       (2011 UY275)","2011 UY275",,N,26.10,,,,,55866,0.3243,1.03,0.696,7.72,220.90,58.68,81.62,1.36,0.0388,3.75,5.89,APO
3584585,"       (2011 UZ275)","2011 UZ275",,N,23.60,,,,,59800,0.1873,1.287,1.046,8.51,51.96,352.39,131.42,1.53,0.0578,3.82,5.01,AMO
3584586,"       (2011 UA276)","2011 UA276",,N,24.90,,,,,55871,0.3574,1.675,1.077,10.09,41.50,15.48,353.40,2.27,0.0921,3.11,4.15,AMO
3584587,"       (2011 UB276)","2011 UB276",,N,23.20,,,,,59800,0.3798,1.506,0.934,19.49,39.48,69.96,263.04,2.08,0.11,3.24,4.39,APO
3584588,"       (2011 UC276)","2011 UC276",,N,26.40,,,,,55866,0.4850,2.02,1.040,6.78,211.27,193.11,358.07,3.00,0.0512,2.43,3.66,AMO
3585467,"       (2011 UC292)","2011 UC292",,N,22.89,,,,,59800,0.2595,1.08,0.800,1.72,186.23,53.46,8.08,1.36,0.0157,3.64,5.7,APO
3585470,"       (2011 UE305)","2011 UE305",,Y,21.23,,,,,59800,0.6711,2.421,0.796,4.72,303.68,52.96,319.26,4.05,0.0137,1.46,3.16,APO
3585468,"       (2011 VA)","2011 VA",,N,23.90,,,,,55867,0.3321,1.487,0.993,12.26,217.39,134.30,21.11,1.98,0.0599,3.51,4.48,APO
3585469,"       (2011 VB)","2011 VB",,N,24.90,,,,,59800,0.6119,2.74,1.064,1.39,293.88,120.28,130.87,4.42,0.0786,0.994,3.05,AMO
3585731,"       (2011 VH5)","2011 VH5",,N,21.40,,,,,59800,0.4173,1.321,0.770,8.02,10.35,160.81,308.33,1.87,0.119,3.09,4.85,APO
3586021,"       (2011 VO5)","2011 VO5",,N,21.80,,,,,59800,0.4545,1.902,1.038,8.08,228.02,221.47,15.28,2.77,0.0897,2.5,3.8,AMO
3586022,"       (2011 VP5)","2011 VP5",,N,22.70,,,,,59800,0.4797,2.463,1.281,3.04,266.98,126.17,283.38,3.64,0.292,1.82,3.32,AMO
3586024,"       (2011 VR5)","2011 VR5",,N,18.00,,3.079,0.012,,59800,0.5204,2.507,1.202,12.11,281.18,232.56,205.94,3.81,0.271,1.44,3.23,AMO
3586026,"       (2011 VT5)","2011 VT5",,N,25.50,,,,,55869,0.6137,1.676,0.648,1.73,10.48,299.61,25.02,2.71,0.0126,2.59,4,APO
3586027,"       (2011 VU5)","2011 VU5",,Y,20.40,,,,,59800,0.5562,2.199,0.976,30.47,44.01,24.99,104.30,3.42,0.0186,2.12,3.3,APO
3586029,"       (2011 VW5)","2011 VW5",,N,18.68,,,,,59800,0.5462,2.387,1.083,16.70,1.08,20.75,339.83,3.69,0.0997,1.85,3.27,AMO
3587870,"       (2011 VF9)","2011 VF9",,N,23.00,,,,,55886,0.3183,1.758,1.199,23.10,52.65,12.67,356.22,2.32,0.215,3.06,3.97,AMO
3587871,"       (2011 VG9)","2011 VG9",,N,22.10,,,,,55889,0.7742,2.28,0.515,1.26,236.33,65.66,21.09,4.05,0.00693,1.23,3.12,APO
3588019,"       (2011 VP12)","2011 VP12",,N,21.00,,,,,59800,0.4510,1.981,1.088,8.35,238.10,159.79,307.06,2.87,0.106,2.57,3.72,AMO
3587872,"       (2011 WA)","2011 WA",,N,21.67,,,,,59800,0.2855,0.8447,0.604,30.38,51.52,206.11,70.48,1.09,0.0514,3.95,6.83,ATE
3587873,"       (2011 WB)","2011 WB",,N,25.90,,,,,55884,0.4252,1.76,1.012,6.18,52.71,335.34,10.25,2.51,0.0353,2.95,4,APO
3587874,"       (2011 WC)","2011 WC",,N,22.70,,,,,59800,0.0984,1.203,1.085,9.40,226.07,245.22,355.08,1.32,0.141,3.73,5.27,AMO
