"spkid","full_name","pdes","name","pha","H","G","diameter","albedo","rot_per","epoch_mjd","e","a","q","i","om","w","ma","ad","moid","moid_jup","t_jup","class"
3587875,"       (2011 WD)","2011 WD",,N,26.10,,,,,55891,0.2289,1.361,1.049,5.69,234.15,207.95,348.22,1.67,0.0731,3.55,4.81,AMO
3588015,"       (2011 WN2)","2011 WN2",,N,25.20,,,,,59800,0.5899,2.397,0.983,5.42,232.48,208.64,315.65,3.81,0.023,1.49,3.26,APO
3588016,"       (2011 WO2)","2011 WO2",,N,25.40,,,,,55881,0.5670,1.886,0.817,1.53,242.23,101.05,19.08,2.96,0.00895,2.47,3.75,APO
3588017,"       (2011 WQ2)","2011 WQ2",,N,26.10,,,,,59800,0.5891,2.369,0.973,3.85,52.88,337.57,341.44,3.76,0.00561,1.69,3.28,APO
3588018,"       (2011 WR2)","2011 WR2",,N,25.30,,,,,55883,0.3924,1.082,0.657,12.50,233.61,292.65,294.26,1.51,0.0398,3.51,5.63,APO
3588022,"       (2011 WU2)","2011 WU2",,N,24.77,,,,,59800,0.0440,1.184,1.132,3.04,236.68,198.63,98.89,1.24,0.147,3.79,5.35,AMO
3588023,"       (2011 WV2)","2011 WV2",,N,20.51,,,,,59800,0.1597,1.529,1.285,22.68,237.47,122.62,285.60,1.77,0.361,3.64,4.39,AMO
3588062,"       (2011 WP4)","2011 WP4",,N,27.20,,,,,59800,0.4143,1.36,0.797,0.95,227.70,263.99,239.83,1.92,0.00394,3.13,4.76,APO
3588063,"       (2011 WQ4)","2011 WQ4",,N,27.40,,,,,59800,0.4700,1.807,0.958,0.19,207.61,238.73,138.51,2.66,0.00185,2.6,3.92,APO
3588064,"       (2011 WU4)","2011 WU4",,N,22.50,,,,,59800,0.5189,1.94,0.933,6.27,31.02,86.49,330.39,2.95,0.0847,2.21,3.72,APO
3588065,"       (2011 WV4)","2011 WV4",,N,22.70,,,,,59800,0.2993,1.189,0.833,11.84,46.59,278.15,153.49,1.54,0.0276,3.8,5.27,APO
3588388,"       (2011 WH5)","2011 WH5",,N,23.20,,,,,55883,0.4539,2.32,1.267,9.70,238.66,179.64,359.61,3.37,0.279,2.01,3.42,AMO
3588389,"       (2011 WK5)","2011 WK5",,N,23.50,,,,,59800,0.5146,2.21,1.073,5.88,253.17,184.66,88.94,3.35,0.0894,1.95,3.47,AMO
3588534,"       (2011 WK14)","2011 WK14",,N,21.80,,,,,59800,0.2437,1.689,1.277,1.96,168.31,323.37,267.00,2.10,0.294,2.95,4.19,AMO
3588783,"       (2011 WH15)","2011 WH15",,N,20.10,,,,,59800,0.7247,2.114,0.582,21.93,31.83,152.04,142.02,3.65,0.307,1.44,3.28,APO
3588784,"       (2011 WJ15)","2011 WJ15",,N,25.20,,,,0.1667,55889,0.7890,2.308,0.487,14.89,58.89,260.24,13.42,4.13,0.00482,1.66,3.05,APO
3588787,"       (2011 WK15)","2011 WK15",,N,19.70,,,,3.541,59800,0.4708,1.994,1.055,7.02,105.04,56.25,232.74,2.93,0.115,2.08,3.69,AMO
3588786,"       (2011 WN15)","2011 WN15",,Y,19.60,,,,2.9656,59800,0.8579,1.217,0.173,33.43,75.55,218.57,21.99,2.26,0.00269,3.16,4.69,APO
3588846,"       (2011 WE32)","2011 WE32",,N,20.60,,,,,59800,0.4849,2.379,1.225,22.46,236.45,146.00,342.71,3.53,0.279,2.11,3.28,AMO
3588847,"       (2011 WF32)","2011 WF32",,N,22.40,,,,,55890,0.5866,2.74,1.133,14.55,57.43,48.23,349.97,4.35,0.215,1.21,3.04,AMO
3588898,"       (2011 WB39)","2011 WB39",,N,23.50,,,,,59800,0.4259,1.737,0.997,10.65,55.59,73.10,215.18,2.48,0.136,2.66,4.02,APO
3588899,"       (2011 WC39)","2011 WC39",,N,22.90,,,,,59800,0.2884,1.484,1.056,9.05,74.45,332.20,343.20,1.91,0.0854,3.48,4.52,AMO
3588900,"       (2011 WD39)","2011 WD39",,N,19.34,,,,,59800,0.5412,1.302,0.597,59.49,240.90,349.22,278.25,2.01,0.41,3.03,4.42,APO
3589133,"       (2011 WP41)","2011 WP41",,N,24.20,,,,,55891,0.5409,1.947,0.894,11.49,61.31,292.45,21.23,3.00,0.0678,2.54,3.68,APO
3589134,"       (2011 WQ41)","2011 WQ41",,N,22.72,,,,,59800,0.3644,1.814,1.153,3.13,325.42,44.36,161.28,2.48,0.157,3,3.97,AMO
3589135,"       (2011 WR41)","2011 WR41",,N,25.12,,,,,59800,0.3454,0.8119,0.531,5.24,257.12,350.06,45.57,1.09,0.0409,3.92,7.15,ATE
3589136,"       (2011 WC44)","2011 WC44",,N,20.50,,,,,59800,0.6990,2.415,0.727,20.72,244.97,92.24,323.70,4.10,0.0975,2.2,3.07,APO
3589137,"       (2011 WE44)","2011 WE44",,N,20.53,,,,,59800,0.4290,2.177,1.243,21.59,246.44,191.27,115.49,3.11,0.263,2.21,3.48,AMO
3589138,"       (2011 WF44)","2011 WF44",,N,25.30,,,,,55895,0.5881,1.905,0.785,3.80,234.57,119.08,19.54,3.03,0.00306,2.44,3.71,APO
3589139,"       (2011 WG44)","2011 WG44",,N,23.00,,,,,55896,0.1652,1.416,1.182,14.53,236.81,197.73,355.82,1.65,0.201,3.62,4.67,AMO
3589296,"       (2011 WL46)","2011 WL46",,N,20.80,,,,,59800,0.4932,2.367,1.199,22.85,263.72,184.09,338.99,3.53,0.217,1.73,3.28,AMO
3589297,"       (2011 WM46)","2011 WM46",,N,19.75,,,,,59800,0.5123,2.321,1.132,20.29,247.69,123.45,27.45,3.51,0.257,2.33,3.32,AMO
3589298,"       (2011 WN46)","2011 WN46",,Y,21.10,,,,,55894,0.4145,1.146,0.671,26.57,43.11,104.11,312.07,1.62,0.0453,3.55,5.3,APO
3589299,"       (2011 WO46)","2011 WO46",,N,24.90,,,,,55894,0.4101,1.531,0.903,3.59,72.05,281.94,31.75,2.16,0.032,3.29,4.39,APO
3589300,"       (2011 WP46)","2011 WP46",,N,19.90,,,,,59800,0.3799,1.83,1.135,32.12,63.81,250.49,177.26,2.53,0.316,3.07,3.77,AMO
3589301,"       (2011 WQ46)","2011 WQ46",,N,24.04,,,,,59800,0.3674,1.657,1.048,1.07,219.75,235.80,353.82,2.27,0.0681,2.93,4.19,AMO
3589302,"       (2011 WR46)","2011 WR46",,Y,20.00,,,,,55896,0.8948,2.473,0.260,4.87,240.74,323.36,347.74,4.69,0.0278,0.439,2.72,APO
3589303,"       (2011 WS46)","2011 WS46",,N,23.90,,,,,55892,0.4678,1.218,0.648,21.26,242.99,279.03,314.81,1.79,0.0236,3.38,5.07,APO
3589543,"       (2011 WL69)","2011 WL69",,N,19.40,,,,,59800,0.6149,2.842,1.094,10.48,16.36,24.70,87.55,4.59,0.117,0.965,2.98,AMO
3589544,"       (2011 WN69)","2011 WN69",,N,26.20,,,,,55893,0.7800,2.515,0.553,6.04,243.28,89.52,11.41,4.48,0.000567,1.1,2.93,APO
3589545,"       (2011 WP69)","2011 WP69",,N,23.03,,,,,59800,0.3629,1.698,1.081,13.70,82.39,340.88,301.82,2.31,0.108,3.03,4.1,AMO
3589546,"       (2011 WR69)","2011 WR69",,N,24.70,,,,,55893,0.3554,1.298,0.836,18.28,63.93,75.65,321.10,1.76,0.0393,3.39,4.9,APO
3589591,"       (2011 WS74)","2011 WS74",,N,23.90,,,,,59800,0.3535,0.9773,0.632,13.69,67.50,118.31,323.36,1.32,0.0226,3.66,6.11,ATE
3589592,"       (2011 WU74)","2011 WU74",,N,26.30,,,,,55895,0.6666,2.097,0.699,5.91,248.80,256.45,344.41,3.50,0.00398,1.61,3.42,APO
3589593,"       (2011 WV74)","2011 WV74",,N,27.60,,,,,59800,0.6631,2.049,0.690,7.08,246.60,259.47,218.73,3.41,0.00816,1.72,3.47,APO
3589714,"       (2011 WS95)","2011 WS95",,N,24.90,,,,,59800,0.5350,2.052,0.954,1.21,232.80,250.87,212.63,3.15,0.0152,1.95,3.6,APO
3589716,"       (2011 WV95)","2011 WV95",,N,24.40,,,,,59800,0.4497,1.777,0.978,2.36,100.05,25.28,162.66,2.58,0.00939,2.51,3.97,APO
3589717,"       (2011 WW95)","2011 WW95",,N,23.20,,,,,55897,0.2066,1.307,1.037,35.74,248.01,253.44,311.39,1.58,0.186,3.74,4.78,AMO
3589718,"       (2011 WA96)","2011 WA96",,N,20.30,,,,,59800,0.3536,1.685,1.089,13.06,268.59,108.64,348.67,2.28,0.21,3.29,4.12,AMO
3589719,"       (2011 WB96)","2011 WB96",,N,23.40,,,,,55896,0.2365,1.361,1.039,16.83,73.42,336.81,14.83,1.68,0.0675,3.68,4.77,AMO
3590075,"       (2011 XC)","2011 XC",,N,21.00,,,,,59800,0.1342,1.256,1.088,21.60,75.65,63.81,154.25,1.42,0.173,3.69,5.05,AMO
3590076,"       (2011 XD)","2011 XD",,N,24.00,,,,,59800,0.3393,1.281,0.847,9.48,83.91,82.66,72.61,1.72,0.0479,3.28,4.98,APO
3590078,"       (2011 XF)","2011 XF",,N,22.60,,,,,59800,0.4328,2.227,1.263,6.13,96.56,353.74,69.94,3.19,0.281,2.05,3.51,AMO
3590183,"       (2011 XD1)","2011 XD1",,N,23.90,,,,,59800,0.4536,1.814,0.991,4.19,89.62,27.50,116.21,2.64,0.0251,2.48,3.92,APO
3590304,"       (2011 XL1)","2011 XL1",,N,22.23,,,,,55897,0.5069,2.635,1.299,11.20,89.41,310.38,8.37,3.97,0.346,1.57,3.18,AMO
3590266,"       (2011 XM1)","2011 XM1",,N,19.90,,,,,59800,0.6657,2.655,0.888,11.35,262.60,163.48,167.57,4.42,0.0624,0.973,3,APO
3590911,"       (2011 XC2)","2011 XC2",,N,23.20,,,,,59800,0.5810,2.001,0.839,28.81,70.63,306.63,290.87,3.16,5.82e-05,2.68,3.48,APO
3591267,"       (2011 XS2)","2011 XS2",,N,18.20,,,,,59800,0.7409,1.641,0.425,30.81,225.74,99.55,54.07,2.86,0.0875,3.28,3.82,APO
3591407,"       (2011 XA3)","2011 XA3",,Y,20.40,,,,0.73,59800,0.9259,1.467,0.109,28.01,273.46,323.90,334.49,2.82,0.0338,2.46,3.9,APO
3591409,"       (2011 YC)","2011 YC",,N,24.60,,,,,55914,0.3734,1.687,1.057,14.04,85.23,357.96,2.26,2.32,0.073,2.95,4.11,AMO
3591447,"       (2011 YQ1)","2011 YQ1",,N,25.60,,,,,59800,0.5486,1.934,0.873,1.72,266.47,128.01,358.59,2.99,0.00265,2.46,3.71,APO
3591465,"       (2011 YW1)","2011 YW1",,N,19.70,,,,,59800,0.3265,1.81,1.219,34.95,88.71,8.96,128.81,2.40,0.24,2.84,3.79,AMO
3591595,"       (2011 YE6)","2011 YE6",,Y,21.00,,,,,59800,0.7298,2.812,0.760,3.06,182.07,348.24,79.84,4.86,0.0435,0.187,2.85,APO
3591611,"       (2011 YG6)","2011 YG6",,Y,21.09,,,,,59800,0.2989,1.164,0.816,28.06,92.83,267.35,224.02,1.51,0.025,4.03,5.26,APO
3591612,"       (2011 YH6)","2011 YH6",,N,21.80,,,,,59800,0.5526,2.526,1.130,11.11,283.05,145.66,237.66,3.92,0.174,1.5,3.2,AMO
3591613,"       (2011 YJ6)","2011 YJ6",,N,23.90,,,,,55920,0.2204,1.291,1.007,17.26,271.36,217.26,336.63,1.58,0.0577,3.54,4.96,APO
3591614,"       (2011 YK6)","2011 YK6",,N,23.40,,,,,55920,0.5775,2.046,0.864,5.85,278.62,229.04,346.83,3.23,0.00169,1.84,3.56,APO
3591615,"       (2011 YL6)","2011 YL6",,N,21.40,,,,,59800,0.4839,2.345,1.210,8.99,92.26,42.80,329.46,3.48,0.251,1.63,3.38,AMO
3591616,"       (2011 YP10)","2011 YP10",,N,24.60,,,,,59800,0.1722,1.211,1.002,9.30,87.50,55.89,311.73,1.42,0.0716,3.6,5.24,APO
3591617,"       (2011 YQ10)","2011 YQ10",,N,19.09,,,,,59800,0.5216,2.242,1.073,2.40,124.75,239.05,93.89,3.41,0.0788,2.05,3.44,AMO
3591641,"       (2011 YW10)","2011 YW10",,N,24.50,,,,,59800,0.4430,0.8646,0.482,2.93,86.19,218.29,185.42,1.25,0.00884,3.99,6.75,ATE
3591642,"       (2011 YX10)","2011 YX10",,N,21.50,,,,,59800,0.3306,0.954,0.639,25.22,273.00,345.77,346.81,1.27,0.243,3.82,6.19,ATE
3591643,"       (2011 YY10)","2011 YY10",,N,24.30,,,,,55922,0.2907,1.576,1.118,24.74,91.22,6.78,358.44,2.03,0.136,3.18,4.26,AMO
3591688,"       (2011 YW15)","2011 YW15",,N,24.70,,,,,59800,0.3286,1.484,0.996,5.05,91.60,353.76,321.10,1.97,0.0147,3.26,4.51,APO
3591689,"       (2011 YX15)","2011 YX15",,N,25.50,,,,,59800,0.1629,1.127,0.943,12.82,277.61,125.11,353.92,1.31,0.0183,3.98,5.51,APO
3591720,"       (2011 YG28)","2011 YG28",,N,21.40,,,,,59800,0.6250,2.781,1.043,12.33,292.77,152.65,99.48,4.52,0.088,0.863,2.99,AMO
3591721,"       (2011 YH28)","2011 YH28",,Y,20.55,,,,,59800,0.7132,2.622,0.752,8.62,285.25,287.52,159.70,4.49,0.0116,0.905,2.97,APO
3591722,"       (2011 YJ28)","2011 YJ28",,Y,21.30,,,,,59800,0.0925,1.06,0.962,27.07,290.11,306.04,137.52,1.16,0.0199,3.97,5.71,APO
3591723,"       (2011 YK28)","2011 YK28",,N,23.60,,,,,55925,0.1734,1.339,1.107,16.05,91.61,340.52,16.34,1.57,0.131,3.66,4.85,AMO
3591724,"       (2011 YL28)","2011 YL28",,N,25.00,,,,,59800,0.3581,1.419,0.911,4.42,98.82,47.09,76.49,1.93,0.0045,3.09,4.64,APO
3591749,"       (2011 YY28)","2011 YY28",,N,21.30,,,,,55925,0.6797,3.424,1.097,7.37,266.32,117.06,10.33,5.75,0.153,0.624,2.7,AMO
3591750,"       (2011 YZ28)","2011 YZ28",,N,22.47,,,,,59800,0.4734,2.244,1.181,9.95,295.11,145.42,64.00,3.31,0.219,2.01,3.46,AMO
3591751,"       (2011 YA29)","2011 YA29",,N,24.99,,,,,55925,0.2346,1.257,0.962,23.19,279.98,238.23,321.97,1.55,0.0672,3.59,5.02,APO
3591752,"       (2011 YB29)","2011 YB29",,N,23.72,,,,,59800,0.6000,2.632,1.053,3.57,84.43,33.44,170.32,4.21,0.0781,0.925,3.11,AMO
3591753,"       (2011 YC29)","2011 YC29",,N,22.32,,,,,59800,0.1565,1.23,1.037,23.06,290.13,44.40,33.97,1.42,0.0606,3.85,5.11,AMO
3591754,"       (2011 YD29)","2011 YD29",,N,26.30,,,,,59800,0.3090,0.7658,0.529,6.97,281.59,5.51,114.32,1.00,0.0166,4.12,7.52,ATE
3591755,"       (2011 YE29)","2011 YE29",,N,24.60,,,,,59800,0.0470,1.044,0.995,25.03,277.89,170.26,350.39,1.09,0.0135,4.03,5.79,APO
3591756,"       (2011 YB40)","2011 YB40",,N,19.20,,0.424,0.225,,59800,0.5934,2.555,1.039,32.72,93.30,315.12,229.18,4.07,0.161,1.86,2.98,AMO
3591757,"       (2011 YC40)","2011 YC40",,N,29.70,,,,,55925,0.4204,1.437,0.833,6.44,96.13,298.60,26.50,2.04,0.000522,3.41,4.57,APO
3591758,"       (2011 YD40)","2011 YD40",,N,21.00,,,,,59800,0.3083,1.858,1.285,34.27,293.59,105.46,106.72,2.43,0.5,3.23,3.74,AMO
3591759,"       (2011 YE40)","2011 YE40",,N,25.20,,,,,59800,0.1715,1.213,1.005,23.21,277.70,183.49,337.99,1.42,0.0235,3.74,5.16,APO
3591760,"       (2011 YH40)","2011 YH40",,N,22.90,,,,2.294,59800,0.3280,1.397,0.939,11.34,294.24,220.89,121.94,1.86,0.0128,3.17,4.68,APO
3591883,"       (2011 YS62)","2011 YS62",,N,19.74,,,,17.53,59800,0.5826,2.502,1.044,21.63,58.56,357.18,248.74,3.96,0.0579,1.43,3.13,AMO
3591884,"       (2011 YT62)","2011 YT62",,N,22.40,,,,,59800,0.1938,1.199,0.966,6.15,34.80,344.39,86.98,1.43,0.0174,3.98,5.28,APO
3591885,"       (2011 YU62)","2011 YU62",,N,17.50,,,,,59800,0.7004,2.806,0.841,20.34,196.41,353.11,76.78,4.77,0.156,0.275,2.84,APO
3591886,"       (2011 YV62)","2011 YV62",,Y,21.30,,,,,59800,0.5999,1.636,0.655,7.79,243.86,85.34,75.21,2.62,0.00317,2.81,4.07,APO
3591887,"       (2011 YW62)","2011 YW62",,N,23.40,,,,,59800,0.4069,2.016,1.196,3.09,34.32,105.59,239.35,2.84,0.217,2.2,3.72,AMO
3591888,"       (2011 YX62)","2011 YX62",,N,23.00,,,,,55928,0.9268,2.528,0.185,8.62,82.09,152.83,350.51,4.87,0.0489,0.288,2.58,APO
3591889,"       (2011 YY62)","2011 YY62",,N,22.90,,,,,59800,0.6598,2.46,0.837,5.44,262.61,130.06,277.71,4.08,0.002,1.43,3.14,APO
3591890,"       (2011 YZ62)","2011 YZ62",,N,25.70,,,,,55929,0.4625,1.937,1.041,1.75,21.96,64.34,5.24,2.83,0.0633,2.43,3.77,AMO
3591891,"       (2011 YA63)","2011 YA63",,N,24.60,,,,,59800,0.2495,1.438,1.079,1.30,215.40,222.35,67.77,1.80,0.0966,3.45,4.64,AMO
3591892,"       (2011 YB63)","2011 YB63",,N,29.80,,,,,59800,0.5128,1.951,0.951,1.49,277.23,210.79,313.26,2.95,0.0025,2.13,3.72,APO
3591893,"       (2011 YC63)","2011 YC63",,N,29.00,,,,,55927,0.5965,1.533,0.619,10.41,98.29,269.98,26.75,2.45,0.00124,3.07,4.25,APO
3592014,"       (2011 YL63)","2011 YL63",,N,20.86,,,,,59800,0.8467,1.848,0.283,19.05,104.63,205.02,111.77,3.41,0.167,1.96,3.42,APO
3592015,"       (2011 YM63)","2011 YM63",,N,22.10,,,,,59800,0.5271,2.276,1.076,1.41,319.96,181.99,18.51,3.48,0.0905,1.56,3.41,AMO
3596097,"       (2011 YU74)","2011 YU74",,N,23.00,,,,,59800,0.2593,1.28,0.948,1.96,275.36,275.74,58.41,1.61,0.0211,3.34,5.02,APO
3591894,"       (2012 AQ)","2012 AQ",,N,30.70,,,,,59800,0.1030,1.069,0.959,2.85,96.63,317.13,242.94,1.18,0.0007,3.96,5.77,APO
3592016,"       (2012 AW)","2012 AW",,N,22.02,,,,,59800,0.2897,1.163,0.826,14.03,83.27,140.74,68.94,1.50,0.12,3.5,5.35,APO
3592017,"       (2012 AX)","2012 AX",,N,23.80,,,,,59800,0.5065,2.059,1.016,7.14,91.03,42.29,201.40,3.10,0.0725,1.98,3.6,APO
3592018,"       (2012 AY)","2012 AY",,N,22.40,,,,,59800,0.2656,1.228,0.902,20.55,293.63,261.27,225.26,1.55,0.0918,3.55,5.12,APO
3592019,"       (2012 AZ)","2012 AZ",,N,25.80,,,,,55929,0.3789,1.339,0.832,5.96,276.85,263.98,321.59,1.85,0.0333,3.13,4.82,APO
3592118,"       (2012 AA3)","2012 AA3",,N,22.40,,,,,59800,0.4024,1.932,1.154,9.44,270.17,165.18,353.62,2.71,0.175,2.59,3.79,AMO
3592119,"       (2012 AB3)","2012 AB3",,N,24.10,,,,,55935,0.6178,2.424,0.926,7.80,112.71,310.97,9.51,3.92,0.0342,1.5,3.21,APO
3592120,"       (2012 AC3)","2012 AC3",,N,22.97,,,,,59800,0.3940,1.702,1.032,7.45,282.68,209.07,264.71,2.37,0.0673,2.7,4.1,AMO
3592225,"       (2012 AD3)","2012 AD3",,Y,19.70,,,,,59800,0.6062,2.196,0.865,5.22,149.78,216.13,125.44,3.53,0.025,1.94,3.4,APO
3592226,"       (2012 AE3)","2012 AE3",,N,20.22,,,,,59800,0.1844,1.412,1.152,40.18,279.61,292.32,31.21,1.67,0.25,3.6,4.47,AMO
3592227,"       (2012 AF3)","2012 AF3",,N,24.60,,,,,59800,0.1393,1.058,0.910,12.84,105.11,250.55,359.54,1.21,0.0222,4.05,5.79,APO
54029194,"       (2012 AG7)","2012 AG7",,N,19.24,,,,,59800,0.4665,2.408,1.285,4.43,266.98,144.06,321.69,3.53,0.301,1.89,3.36,AMO
3592305,"       (2012 AM10)","2012 AM10",,N,22.80,,,,,55941,0.5151,1.489,0.722,2.08,331.77,48.31,33.35,2.26,0.0201,3.22,4.41,APO
3592306,"       (2012 AN10)","2012 AN10",,N,22.50,,,,,59800,0.3972,0.909,0.548,14.08,297.49,303.38,340.10,1.27,0.00135,3.79,6.47,ATE
3592307,"       (2012 AO10)","2012 AO10",,N,24.60,,,,,55940,0.2928,1.328,0.939,6.00,303.47,112.20,31.68,1.72,0.0462,3.64,4.88,APO
3592308,"       (2012 AP10)","2012 AP10",,N,26.50,,,,,59800,0.1382,0.889,0.766,2.73,101.57,212.19,7.42,1.01,0.00264,4.1,6.67,ATE
3595636,"       (2012 AQ10)","2012 AQ10",,N,26.70,,,,,59800,0.4235,1.671,0.963,3.42,291.60,207.69,311.95,2.38,0.00611,2.66,4.14,APO
3595643,"       (2012 AT10)","2012 AT10",,N,20.10,,,,,59800,0.4643,2.114,1.133,22.28,297.01,261.61,114.41,3.10,0.363,2.42,3.51,AMO
3595645,"       (2012 AW10)","2012 AW10",,N,25.70,,,,,55941,0.4367,1.512,0.852,7.39,112.27,300.11,24.86,2.17,0.00793,3.23,4.4,APO
3595774,"       (2012 AA11)","2012 AA11",,Y,20.10,,,,14.19,59800,0.4855,1.977,1.017,6.42,21.12,146.08,266.09,2.94,0.0488,2.04,3.7,AMO
3595775,"       (2012 AB11)","2012 AB11",,N,22.29,,,,,59800,0.3275,1.583,1.065,27.76,108.81,20.60,100.95,2.10,0.0979,3.03,4.21,AMO
3595776,"       (2012 AC11)","2012 AC11",,N,22.20,,,,,59800,0.0710,1.324,1.230,20.84,302.45,192.88,320.07,1.42,0.248,3.63,4.87,AMO
3595880,"       (2012 AW12)","2012 AW12",,N,20.00,,,,,59800,0.6063,1.69,0.665,51.53,151.78,246.62,330.94,2.71,0.132,3.58,3.64,APO
3595889,"       (2012 AC13)","2012 AC13",,N,19.95,,,,,59800,0.4300,2.197,1.253,1.86,102.00,316.46,110.94,3.14,0.267,2.23,3.54,AMO
3597505,"       (2012 AT22)","2012 AT22",,N,20.31,,,,,59800,0.1596,1.151,0.968,27.33,322.34,76.56,270.02,1.34,0.066,3.95,5.34,APO
3595919,"       (2012 BN1)","2012 BN1",,N,25.50,,,,,59800,0.1855,0.9015,0.734,4.16,296.45,24.36,261.40,1.07,0.0311,4.12,6.59,ATE
3595920,"       (2012 BO1)","2012 BO1",,N,24.90,,,,,55945,0.1734,1.348,1.114,4.56,117.41,26.57,341.08,1.58,0.132,3.42,4.86,AMO
3595921,"       (2012 BP1)","2012 BP1",,N,24.20,,,,,55945,0.1739,1.402,1.158,26.12,116.39,0.11,0.00,1.65,0.175,3.46,4.63,AMO
3595922,"       (2012 BR1)","2012 BR1",,N,26.50,,,,,55945,0.2638,1.069,0.787,18.17,297.74,76.50,73.34,1.35,0.0563,4.16,5.7,APO
3595923,"       (2012 BS1)","2012 BS1",,N,28.40,,,,,55946,0.3820,1.442,0.891,1.08,117.38,55.80,335.76,1.99,0.00223,2.97,4.58,APO
3595924,"       (2012 BT1)","2012 BT1",,N,27.40,,,,,55945,0.3070,0.783,0.543,4.35,117.64,193.71,156.15,1.02,0.0131,4.18,7.38,ATE
3595925,"       (2012 BU1)","2012 BU1",,N,27.70,,,,,59800,0.4425,1.615,0.900,0.42,294.47,133.81,71.07,2.33,0.000403,3,4.22,APO
3595926,"       (2012 BV1)","2012 BV1",,N,31.00,,,,,59800,0.3161,1.236,0.846,0.76,296.43,248.79,207.18,1.63,0.000782,3.33,5.13,APO
3595927,"       (2012 BX1)","2012 BX1",,N,24.80,,,,,59800,0.3047,1.146,0.797,12.98,117.45,276.32,270.11,1.49,0.0142,3.97,5.41,APO
3595928,"       (2012 BY1)","2012 BY1",,N,25.70,,,,,55946,0.6746,2.133,0.694,0.48,322.63,235.75,344.85,3.57,0.00265,1.38,3.38,APO
3595929,"       (2012 BZ1)","2012 BZ1",,N,23.80,,,,,55945,0.5954,1.316,0.532,37.24,118.91,107.68,323.82,2.10,0.0342,3.44,4.6,APO
3595930,"       (2012 BB2)","2012 BB2",,N,20.70,,,,,59800,0.2876,1.669,1.189,16.93,114.38,324.58,341.50,2.15,0.239,3.12,4.16,AMO
3595981,"       (2012 BF11)","2012 BF11",,N,22.31,,,,,59800,0.0737,1.259,1.166,14.71,106.80,29.04,146.36,1.35,0.192,3.68,5.08,AMO
3595982,"       (2012 BG11)","2012 BG11",,N,22.60,,,,,55948,0.5078,1.933,0.951,7.81,289.77,221.08,351.06,2.91,0.0281,2.14,3.73,APO
3595983,"       (2012 BJ11)","2012 BJ11",,N,21.92,,,,,59800,0.4095,1.74,1.027,5.08,62.78,91.02,202.00,2.45,0.0971,2.56,4.04,AMO
3595984,"       (2012 BK11)","2012 BK11",,N,22.70,,,,,59800,0.3904,1.88,1.146,2.52,273.72,255.01,15.96,2.61,0.161,2.37,3.87,AMO
3595985,"       (2012 BL11)","2012 BL11",,N,25.80,,,,,55946,0.1533,1.245,1.054,10.85,299.56,163.64,13.73,1.44,0.0751,3.66,5.13,AMO
3595986,"       (2012 BM11)","2012 BM11",,N,23.24,,,,,55948,0.4170,1.806,1.053,29.31,116.27,347.14,7.76,2.56,0.0762,2.62,3.82,AMO
3595988,"       (2012 BO11)","2012 BO11",,N,26.00,,,,,59800,0.3624,1.391,0.887,0.47,103.34,320.28,181.67,1.89,0.00155,3.44,4.71,APO
3596090,"       (2012 BT13)","2012 BT13",,N,20.14,,,,,59800,0.3630,1.902,1.212,16.67,291.13,76.29,77.92,2.59,0.34,3.07,3.81,AMO
3596030,"       (2012 BV13)","2012 BV13",,N,22.20,,,,,59800,0.1012,0.9431,0.848,12.22,295.51,305.94,69.54,1.04,0.00928,3.97,6.34,ATE
3596031,"       (2012 BW13)","2012 BW13",,N,27.20,,,,,59800,0.5416,1.889,0.866,1.10,310.46,223.97,7.01,2.91,0.00157,2.06,3.77,APO
3596032,"       (2012 BX13)","2012 BX13",,N,20.04,,,,,59800,0.6237,1.412,0.531,44.53,116.94,129.35,60.08,2.29,0.262,3.26,4.27,APO
3596033,"       (2012 BZ13)","2012 BZ13",,N,25.90,,,,,55947,0.1854,1.222,0.995,16.54,298.98,157.21,16.39,1.45,0.0234,3.69,5.17,APO
3596034,"       (2012 BA14)","2012 BA14",,N,24.90,,,,,55948,0.5231,2.007,0.957,10.98,301.64,139.07,11.44,3.06,0.0394,2.28,3.63,APO
3596035,"       (2012 BB14)","2012 BB14",,N,25.00,,,,,59800,0.0994,1.065,0.959,2.64,316.90,255.06,136.82,1.17,0.0178,3.79,5.79,APO
3596036,"       (2012 BC14)","2012 BC14",,N,24.70,,,,,55947,0.4653,1.415,0.757,6.49,105.77,281.20,40.44,2.07,0.0088,3.4,4.59,APO
3596037,"       (2012 BD14)","2012 BD14",,N,26.50,,,,,59800,0.2403,1.018,0.773,1.53,292.02,293.88,18.79,1.26,0.00804,3.71,5.97,APO
3596038,"       (2012 BE14)","2012 BE14",,N,22.90,,,,,59800,0.0922,1.393,1.265,22.35,119.95,355.43,151.96,1.52,0.283,3.55,4.69,AMO
3596039,"       (2012 BF14)","2012 BF14",,N,23.70,,,,,55952,0.5918,2.258,0.922,8.06,126.28,289.00,17.24,3.59,0.0764,1.87,3.36,APO
3596040,"       (2012 BG14)","2012 BG14",,N,25.00,,,,,55953,0.4874,1.438,0.737,14.22,121.23,275.21,35.99,2.14,0.0307,3.39,4.51,APO
