"spkid","full_name","name","prefix","epoch_mjd","a","e","i","om","w","ma","H","G","diameter","albedo","rot_per","q","moid"
3612168,"       (2012 UU9)",,,59800,1.552,0.3881,2.65,164.98,175.87,44.86,23.90,,,,,0.950,0.0227
3612169,"       (2012 UV9)",,,59800,1.89,0.4974,4.97,173.16,169.70,291.73,23.00,,,,,0.950,0.0285
3612170,"       (2012 UW9)",,,56218,1.792,0.4926,6.65,24.87,53.27,341.94,25.70,,,,,0.909,0.0203
3612171,"       (2012 UX9)",,,59800,2.502,0.5971,10.06,22.13,339.94,177.50,26.40,,,,,1.008,0.028
3612172,"       (2012 UY9)",,,56219,1.502,0.4040,2.75,349.25,317.17,37.70,24.25,,,,,0.895,0.00717
3612644,"       (2012 UQ18)",,,59800,1.813,0.4084,11.95,28.78,25.38,354.71,24.00,,,,,1.073,0.0994
3612645,"       (2012 UR18)",,,56219,1.366,0.3504,7.52,206.14,248.17,324.84,26.00,,,,,0.888,0.0288
3612646,"       (2012 US18)",,,59800,1.195,0.3555,3.55,205.37,266.30,138.29,28.60,,,,,0.770,0.00468
3612647,"       (2012 UT18)",,,56219,2.349,0.5984,7.20,218.37,116.27,12.06,24.30,,,,,0.943,0.0604
3612841,"       (2012 UX27)",,,59800,2.67,0.6182,4.40,91.58,255.21,97.34,21.00,,,,,1.020,0.0715
3612842,"       (2012 UZ33)",,,59800,2.229,0.5807,3.36,85.90,224.80,12.11,19.28,,,,,0.934,0.00621
3612844,"       (2012 UB34)",,,59800,2.626,0.5576,15.16,106.62,246.12,119.45,20.20,,,,,1.161,0.268
3612845,"       (2012 UC34)",,,59800,1.318,0.3126,5.58,33.29,264.57,228.71,23.20,,,,,0.906,0.0446
3612846,"       (2012 UD34)",,,59800,1.992,0.3559,5.34,65.13,250.97,216.40,19.50,,,,,1.283,0.286
3612847,"       (2012 UE34)",,,59800,1.105,0.0994,9.66,198.45,18.39,328.81,23.30,,,,,0.996,0.000275
3612848,"       (2012 UF34)",,,59800,2.836,0.6570,4.70,24.62,29.96,16.97,24.80,,,,,0.973,0.0139
3614152,"       (2012 UM68)",,,59800,2.47,0.4754,6.66,341.78,105.89,160.13,19.18,,,,,1.296,0.338
3613388,"       (2012 US68)",,,59800,2.503,0.9578,25.78,40.49,190.75,204.99,18.30,,,,,0.106,0.173
3613389,"       (2012 UU68)",,,59800,0.9402,0.2286,5.45,220.96,293.08,173.39,23.12,,,,,0.725,0.005
3613391,"       (2012 UW68)",,,59800,1.136,0.1554,2.47,15.36,102.47,321.19,24.80,,,,,0.960,0.0247
3613392,"       (2012 UX68)",,,59800,1.088,0.2813,4.05,50.19,93.06,133.54,24.18,,,,,0.782,0.00578
3613393,"       (2012 UY68)",,,59800,1.175,0.2282,2.90,70.29,35.80,196.49,25.00,,,,,0.907,0.0168
3613394,"       (2012 UZ68)",,,56223,1.941,0.5003,4.89,207.30,143.56,11.41,24.70,,,,,0.970,0.0161
3613396,"       (2012 UB69)",,,59800,2.116,0.4900,29.14,207.15,203.81,57.84,22.00,,,,,1.079,0.112
3613397,"       (2012 UC69)",,,59800,2.152,0.5518,5.82,33.63,316.96,46.91,22.90,,,,,0.965,0.0276
3614395,"       (2012 US136)",,,59800,4.287,0.9125,51.89,0.26,279.31,40.18,15.73,,,,,0.375,0.0934
3614396,"       (2012 UT136)",,,56222,1.411,0.5690,7.67,125.06,22.09,304.47,21.10,,,,,0.608,0.119
3614397,"       (2012 UU136)",,,59800,1.16,0.2119,35.59,36.09,227.73,42.27,21.28,,,,,0.914,0.0347
3614399,"       (2012 UW136)",,,59800,1.02,0.1708,14.42,218.94,25.59,324.73,22.90,,,,,0.846,0.14
3614400,"       (2012 UX136)",,,59800,1.089,0.1831,4.54,47.18,64.93,160.33,25.60,,,,0.03811,0.890,0.00617
3614401,"       (2012 UY136)",,,59800,1.731,0.4165,4.94,205.57,170.31,114.04,26.60,,,,,1.010,0.0158
3614637,"       (2012 UO138)",,,59800,2.017,0.6679,54.59,179.80,215.42,132.98,17.98,,,,,0.670,0.27
3614638,"       (2012 UQ138)",,,59800,2.247,0.4359,4.32,330.99,72.30,321.80,23.40,,,,,1.267,0.288
3614639,"       (2012 UR138)",,,59800,1.968,0.5425,7.77,255.91,49.07,227.41,21.40,,,,,0.900,0.00401
3614980,"       (2012 UR158)",,,59800,2.233,0.8576,3.19,286.50,239.38,315.56,20.70,,0.629,0.023,,0.318,0.0014
3614981,"       (2012 UU158)",,,56225,1.099,0.3726,5.96,26.81,261.83,60.01,26.60,,,,,0.690,0.000904
3614982,"       (2012 UV158)",,,56227,1.524,0.3305,21.56,213.22,161.56,9.11,24.40,,,,,1.020,0.0383
3614983,"       (2012 UW158)",,,56226,2.233,0.6864,35.56,31.13,282.04,14.50,23.80,,,,,0.700,0.0267
3615337,"       (2012 US169)",,,59800,2.366,0.4863,4.17,349.14,330.42,278.77,21.00,,,,,1.216,0.206
3615338,"       (2012 UT169)",,,59800,2.18,0.4546,6.34,335.48,346.55,45.90,20.80,,,,,1.189,0.178
3615339,"       (2012 UU169)",,,56226,2.471,0.6254,5.83,215.20,217.19,352.34,25.60,,,,,0.926,0.00434
3615463,"       (2012 UK171)",,,59800,0.8598,0.2217,1.32,250.42,357.92,228.86,24.44,,,,,0.669,0.0141
3615464,"       (2012 UL171)",,,56226,1.062,0.1434,3.17,22.29,92.06,294.23,27.00,,,,,0.909,0.0134
3615557,"       (2012 UA174)",,,59800,2.297,0.5051,10.15,226.48,176.70,286.55,22.90,,,,,1.137,0.147
3615558,"       (2012 UB174)",,,56227,1.316,0.3310,17.64,211.18,117.72,34.26,24.90,,,,,0.880,0.0156
3616339,"       (2012 VY4)",,,59800,2.839,0.6015,11.04,223.39,207.62,11.38,22.30,,,,,1.132,0.163
3616340,"       (2012 VZ4)",,,59800,1.759,0.4060,31.43,32.27,300.10,87.62,20.10,,,,,1.045,0.195
3616341,"       (2012 VA5)",,,59800,2.605,0.6078,5.81,29.86,39.69,107.30,21.90,,,,,1.022,0.0638
3616342,"       (2012 VB5)",,,56234,2.089,0.6513,5.73,220.45,257.84,343.67,26.20,,,,,0.728,0.0119
3616343,"       (2012 VC5)",,,59800,2.835,0.6178,9.12,219.94,189.70,16.62,23.80,,,,,1.084,0.096
3616344,"       (2012 VD5)",,,59800,2.009,0.5624,2.37,39.88,51.35,141.14,26.40,,,,,0.879,0.00343
3616346,"       (2012 VF5)",,,59800,1.993,0.3955,21.18,16.55,345.96,169.99,18.87,,,,,1.205,0.213
3616347,"       (2012 VG5)",,,56236,1.593,0.3453,16.02,223.64,186.42,356.21,24.80,,,,,1.043,0.0532
3616348,"       (2012 VH5)",,,59800,1.065,0.2454,9.34,17.53,170.78,185.65,22.50,,,,,0.803,0.159
3616349,"       (2012 VJ5)",,,56238,1.414,0.2621,12.95,219.98,171.03,7.82,25.60,,,,,1.043,0.0528
3616350,"       (2012 VK5)",,,59800,0.9379,0.2281,4.80,42.07,152.51,131.59,24.80,,,,,0.724,0.0484
3616351,"       (2012 VL5)",,,59800,1.818,0.4469,0.73,46.29,351.88,355.30,28.30,,,,,1.005,0.0132
3616687,"       (2012 VC6)",,,59800,2.063,0.5028,3.46,8.16,68.47,95.01,24.80,,,,,1.026,0.069
3616688,"       (2012 VD6)",,,59800,1.344,0.2551,10.24,227.18,224.83,63.44,25.60,,,,,1.001,0.0606
3616689,"       (2012 VE6)",,,59800,1.574,0.2157,16.24,28.23,13.91,336.46,23.50,,,,,1.235,0.245
3616690,"       (2012 VF6)",,,59800,3.284,0.6114,60.93,219.35,218.42,222.01,21.30,,,,,1.276,0.381
3616691,"       (2012 VG6)",,,59800,2.399,0.5355,7.15,356.00,85.64,211.83,22.40,,,,,1.114,0.185
3616692,"       (2012 VH6)",,,59800,2.241,0.4779,7.93,109.43,237.67,345.86,21.20,,,,,1.170,0.2
3616693,"       (2012 VJ6)",,,59800,2.627,0.6759,7.28,4.83,157.41,70.93,18.80,,,,,0.851,0.0581
3616694,"       (2012 VK6)",,,56242,2.303,0.7054,1.84,291.02,339.31,20.21,20.10,,,,,0.678,0.0271
3616695,"       (2012 VL6)",,,59800,2.342,0.5659,8.73,19.47,19.26,255.62,20.80,,,,,1.017,0.0352
3616696,"       (2012 VM6)",,,59800,1.128,0.1663,5.11,226.85,98.74,109.78,25.30,,,,,0.940,0.0367
3616697,"       (2012 VN6)",,,59800,1.043,0.4605,21.03,216.96,26.21,168.75,21.50,,,,,0.563,0.216
3616698,"       (2012 VO6)",,,59800,1.965,0.5359,3.57,242.52,243.76,159.53,21.50,,,,,0.912,0.0264
3616699,"       (2012 VP6)",,,59800,1.277,0.1415,8.43,224.30,147.35,294.68,24.20,,,,,1.096,0.116
3616700,"       (2012 VQ6)",,,56237,1.508,0.4956,0.84,211.52,269.14,331.98,27.00,,,,,0.761,0.00414
3616701,"       (2012 VS6)",,,56239,1.283,0.3591,31.11,222.52,92.00,50.26,23.80,,,,,0.822,0.0902
3616702,"       (2012 VT6)",,,56237,1.342,0.2984,10.70,36.40,284.17,48.98,23.10,,,,,0.942,0.0811
3616816,"       (2012 VN7)",,,59800,2.264,0.4355,3.92,241.63,135.31,305.49,19.40,,,,4.323,1.278,0.285
3616817,"       (2012 VO7)",,,59800,2.06,0.4602,5.76,47.24,56.66,82.09,21.90,,,,,1.112,0.155
3616818,"       (2012 VZ19)",,,56236,0.9824,0.2541,1.25,57.96,221.43,93.87,25.60,,,,,0.733,0.0111
3616819,"       (2012 VA20)",,,56237,1.684,0.5545,4.40,62.79,240.04,33.17,22.80,,,,,0.750,0.0181
3616820,"       (2012 VB20)",,,56239,2.169,0.6007,1.96,229.82,119.38,13.09,24.30,,,,,0.866,0.00699
3617073,"       (2012 VZ25)",,,59800,2.179,0.5321,6.22,33.37,299.76,39.81,18.50,,,,,1.020,0.0804
3617074,"       (2012 VA26)",,,59800,1.611,0.4343,9.92,43.71,48.23,259.16,26.60,,,,,0.911,0.014
3617075,"       (2012 VB26)",,,56238,1.849,0.5638,4.07,217.37,257.90,339.76,25.50,,,,,0.806,0.0203
3617076,"       (2012 VC26)",,,59800,0.9514,0.1949,1.49,43.10,119.44,85.20,28.70,,,,,0.766,0.00312
3617077,"       (2012 VD26)",,,56240,1.947,0.4713,6.93,222.49,181.63,1.18,26.70,,,,,1.029,0.0379
3617078,"       (2012 VE26)",,,56238,1.587,0.6333,3.58,44.58,94.73,335.08,28.40,,,,,0.582,0.00116
3617079,"       (2012 VF26)",,,59800,2.472,0.5497,3.74,58.35,340.83,186.31,23.60,,,,,1.113,0.123
3617080,"       (2012 VG26)",,,56244,2.49,0.5464,19.63,44.86,326.57,10.07,22.40,,,,,1.130,0.18
3617153,"       (2012 VZ36)",,,59800,2.782,0.5666,21.23,180.80,170.63,34.55,18.06,,,,,1.206,0.206
3617154,"       (2012 VB37)",,,59800,1.45,0.3127,1.91,240.33,153.97,213.61,25.50,,,,,0.997,0.013
3617155,"       (2012 VC37)",,,56243,2.778,0.6392,3.93,31.39,34.33,357.45,24.40,,,,,1.002,0.034
3617156,"       (2012 VD37)",,,56238,1.286,0.1651,21.46,225.04,210.84,337.50,25.70,,,,,1.073,0.103
3617157,"       (2012 VE37)",,,59800,1.04,0.5370,17.46,48.24,149.91,327.57,20.70,,,,,0.482,0.151
3617158,"       (2012 VF37)",,,59800,2.461,0.6524,4.90,82.48,58.77,169.44,21.00,,,,,0.856,0.0157
3617339,"       (2012 VJ38)",,,59800,1.359,0.2860,0.39,52.50,24.43,38.69,28.50,,,,,0.970,0.000158
3617387,"       (2012 VE46)",,,59800,0.7131,0.3613,6.67,8.76,190.49,272.33,20.20,,,,,0.455,0.0318
3617388,"       (2012 VF46)",,,56245,1.984,0.5206,11.20,50.01,42.79,347.52,23.60,,,,,0.951,0.0368
3617389,"       (2012 VG46)",,,56245,1.549,0.3278,27.72,227.46,178.17,1.91,23.30,,,,,1.041,0.0507
3617390,"       (2012 VH46)",,,56245,1.943,0.4677,7.97,224.79,152.19,12.56,24.90,,,,,1.034,0.0601
3617391,"       (2012 VJ46)",,,59800,2.468,0.5779,0.38,52.41,33.73,173.67,24.20,,,,,1.042,0.059
3617706,"       (2012 VK76)",,,59800,1.111,0.2641,20.49,230.68,53.06,211.03,21.41,,,,,0.817,0.103
3617707,"       (2012 VM76)",,,59800,2.69,0.5877,15.88,49.62,317.24,84.41,22.50,,,,,1.109,0.178
3617708,"       (2012 VN76)",,,56245,1.908,0.4816,1.48,226.86,208.71,352.43,27.80,,,,,0.989,0.0109
3617710,"       (2012 VP76)",,,59800,1.911,0.4400,5.89,243.87,168.42,244.68,23.60,,,,,1.070,0.0846
3617711,"       (2012 VQ76)",,,59800,2.63,0.5280,21.39,54.52,358.40,103.49,23.00,,,,,1.241,0.253
3617712,"       (2012 VR76)",,,59800,1.084,0.1293,5.01,50.88,295.51,279.55,27.60,,,,,0.944,0.0122
3617713,"       (2012 VS76)",,,59800,0.9911,0.3863,0.81,242.26,284.53,240.71,27.00,,,,,0.608,0.00189
3617714,"       (2012 VT76)",,,56244,2.115,0.5754,2.22,217.70,143.93,12.21,26.70,,,,,0.898,0.00395
3617715,"       (2012 VU76)",,,59800,1.019,0.1285,6.76,52.34,88.31,96.03,25.70,,,,,0.888,0.00318
3617716,"       (2012 VV76)",,,56250,2.553,0.6646,1.06,53.65,308.86,9.65,25.60,,,,,0.856,0.000816
3617954,"       (2012 VD77)",,,56249,2.557,0.6185,2.31,143.00,231.22,7.58,22.80,,,,,0.976,0.0186
3617955,"       (2012 VE77)",,,56247,1.639,0.5546,8.10,235.43,254.07,337.05,26.30,,,,,0.730,0.00104
3617956,"       (2012 VF77)",,,56247,2.459,0.6109,2.34,51.55,317.55,9.15,26.20,,,,,0.957,0.0115
3617957,"       (2012 VG77)",,,56246,1.675,0.5099,29.57,52.04,71.62,336.00,25.40,,,,,0.821,0.0602
3617958,"       (2012 VH77)",,,56250,1.666,0.4780,2.76,50.36,308.87,20.25,27.30,,,,,0.870,0.000177
3617959,"       (2012 VJ77)",,,59800,0.8928,0.3464,29.94,51.51,221.05,303.87,22.70,,,,,0.584,0.062
3617960,"       (2012 VK77)",,,59800,2.194,0.5142,2.13,65.47,6.30,353.11,25.50,,,,,1.066,0.0813
3617961,"       (2012 VF80)",,,59800,2.233,0.4279,7.59,195.34,184.42,323.10,18.50,,,,,1.277,0.28
3618023,"       (2012 VC82)",,,59800,2.38,0.5812,10.82,355.35,29.24,234.85,20.20,,,,,0.997,0.0316
3618025,"       (2012 VF82)",,,59800,1.4,0.1431,27.17,230.73,160.22,326.78,20.80,,,,,1.199,0.218
3618027,"       (2012 VK82)",,,59800,1.609,0.3175,32.24,58.15,306.70,299.09,21.20,,,,,1.098,0.21
3618062,"       (2012 VM82)",,,59800,2.264,0.4615,32.03,40.09,339.11,311.31,18.90,,,,,1.219,0.247
3618295,"       (2012 VL94)",,,59800,1.793,0.3971,11.69,23.80,28.76,25.43,19.90,,,,,1.081,0.111
3618063,"       (2012 WE)",,,56248,1.496,0.6645,31.06,230.27,72.74,30.72,24.60,,,,,0.502,0.0274
3618064,"       (2012 WF)",,,59800,1.121,0.1991,14.05,52.86,293.20,115.98,26.10,,,,,0.898,0.00841
3618065,"       (2012 WG)",,,56251,1.653,0.4328,16.35,55.44,307.19,21.71,25.20,,,,,0.938,0.0544
3618066,"       (2012 WH)",,,59800,0.9073,0.1450,4.09,235.18,8.67,259.71,25.50,,,,,0.776,0.0342
3618296,"       (2012 WH1)",,,59800,0.8174,0.3365,4.61,64.03,147.15,282.86,23.90,,,,,0.542,0.00729
3618403,"       (2012 WQ3)",,,56253,2.356,0.7670,3.25,52.40,270.69,13.63,25.40,,,,,0.549,0.0021
3618404,"       (2012 WR3)",,,59800,2.418,0.5818,11.09,238.78,165.36,212.64,25.50,,,,,1.011,0.0329
3618405,"       (2012 WS3)",,,59800,1.111,0.2793,3.87,241.44,86.30,164.94,26.00,,,,,0.801,0.00136
3618443,"       (2012 WL4)",,,59800,1.422,0.1384,31.18,217.56,130.55,320.18,19.93,,,,,1.225,0.281
3618492,"       (2012 WQ10)",,,59800,0.9418,0.1978,17.81,59.81,191.35,23.00,22.50,,,,,0.756,0.132
3618493,"       (2012 WR10)",,,59800,1.085,0.1116,0.31,224.13,146.96,251.72,28.70,,,,,0.964,0.000699
3618494,"       (2012 WS10)",,,59800,1.068,0.2351,22.81,238.77,88.70,355.62,24.90,,,,,0.817,0.00698
3618643,"       (2012 WB25)",,,59800,1.959,0.6309,8.65,54.07,137.26,147.74,19.00,,,,,0.723,0.0789
3618644,"       (2012 WC25)",,,59800,2.607,0.5269,12.10,60.20,345.64,116.92,22.60,,,,,1.233,0.249
3618806,"       (2012 WM28)",,,59800,1.216,0.1662,9.93,66.58,15.64,74.14,25.30,,,,,1.014,0.0334
3619156,"       (2012 WE33)",,,56264,1.287,0.2043,24.65,68.51,36.97,337.70,24.10,,,,,1.024,0.072
3619157,"       (2012 XA)",,,59800,1.37,0.2659,5.98,248.91,209.51,0.23,24.80,,,,,1.006,0.039
3619158,"       (2012 XB)",,,59800,1.198,0.1399,11.31,250.10,164.34,148.44,26.00,,,,,1.031,0.0498
3619159,"       (2012 XC)",,,56265,1.862,0.5669,4.16,67.46,294.63,19.19,25.40,,,,,0.806,0.00608
3619273,"       (2012 XG)",,,59800,1.176,0.2132,23.16,71.38,278.29,269.13,23.90,,,,,0.926,0.0916
3619274,"       (2012 XH)",,,59800,1.656,0.4097,0.71,62.46,330.99,210.00,26.20,,,,,0.978,0.0027
3619321,"       (2012 XN2)",,,56267,1.098,0.3722,34.33,246.21,63.76,75.85,21.40,,,,,0.689,0.115
3619322,"       (2012 XP2)",,,59800,1.766,0.4937,6.45,242.15,138.37,61.62,24.20,,,,,0.894,0.00418
3619323,"       (2012 XQ2)",,,56267,1.48,0.3145,10.64,249.03,158.48,13.48,26.20,,,,,1.015,0.0413
3619324,"       (2012 XR2)",,,56266,1.818,0.4109,25.84,258.75,209.16,348.09,23.20,,,,,1.071,0.121
3619342,"       (2012 XY6)",,,59800,2.008,0.4916,7.79,348.36,173.30,107.15,19.10,,,,,1.021,0.0312
3619343,"       (2012 XZ6)",,,59800,1.941,0.4780,44.54,251.45,139.21,221.88,19.80,,,,,1.013,0.109
3619457,"       (2012 XG16)",,,59800,1.786,0.3592,12.48,67.22,9.26,14.14,21.50,,,,,1.144,0.162
3619458,"       (2012 XH16)",,,59800,1.632,0.3606,3.76,52.94,100.62,186.94,22.30,,,,,1.043,0.0846
3619459,"       (2012 XJ16)",,,59800,1.011,0.1971,15.74,69.02,114.86,95.33,23.70,,,,,0.812,0.0602
3619460,"       (2012 XK16)",,,59800,1.169,0.1884,23.39,254.97,110.28,285.40,22.50,,,,,0.949,0.0678
3619461,"       (2012 XL16)",,,59800,0.9844,0.1784,3.15,258.76,59.09,58.43,25.50,,,,,0.809,0.0179
3619462,"       (2012 XM16)",,,59800,2.367,0.6310,2.18,90.98,41.48,226.77,25.90,,,,,0.874,0.00192
3619480,"       (2012 XE17)",,,59800,2.493,0.5526,16.28,52.49,25.51,157.26,20.20,,,,,1.115,0.153
3619481,"       (2012 XF17)",,,59800,2.271,0.4881,1.04,284.33,148.15,300.11,21.10,,,,,1.163,0.179
3619633,"       (2012 XE54)",,,59800,1.911,0.5591,8.02,259.06,234.12,222.51,25.40,,,,0.027819,0.843,0.00235
3619724,"       (2012 XC55)",,,59800,2.178,0.4291,29.80,266.72,173.39,7.23,19.30,,,,,1.243,0.262
3619725,"       (2012 XD55)",,,59800,2.625,0.6474,22.91,262.38,123.57,110.93,19.80,,,,,0.926,0.0985
3619726,"       (2012 XF55)",,,59800,1.276,0.2502,1.54,251.65,267.42,191.80,22.80,,,,,0.957,0.0216
3619727,"       (2012 XG55)",,,59800,1.704,0.3267,4.29,244.74,212.67,111.28,23.40,,,,,1.148,0.17
3619728,"       (2012 XH55)",,,59800,1.973,0.7075,28.46,107.77,77.60,146.37,19.00,,,,,0.577,0.0717
3619736,"       (2012 XJ55)",,,59800,1.936,0.4279,4.55,3.02,75.16,208.09,21.70,,,,,1.107,0.147
3619729,"       (2012 XK55)",,,59800,2.606,0.5639,5.56,255.17,184.41,100.33,23.90,,,,,1.137,0.153
3619730,"       (2012 XL55)",,,56270,1.716,0.6442,2.38,77.17,90.12,338.01,27.00,,,,,0.610,0.000921
3619731,"       (2012 XM55)",,,59800,1.098,0.1307,1.08,66.45,68.99,103.46,27.90,,,,,0.954,0.00851
3619732,"       (2012 XN55)",,,59800,0.7486,0.4540,29.07,256.29,14.99,118.72,23.90,,,,,0.409,0.0666
3619733,"       (2012 XO55)",,,56271,1.996,0.5298,12.93,77.22,315.29,12.84,25.00,,,,,0.939,0.0376
3619734,"       (2012 XP55)",,,56273,1.944,0.5977,2.80,80.24,77.01,339.61,23.90,,,,,0.782,0.0115
3619735,"       (2012 XQ55)",,,59800,1.66,0.3853,8.22,262.42,182.82,182.97,23.00,,,,,1.020,0.0376
3620467,"       (2012 XQ93)",,,59800,1.562,0.4038,10.49,103.09,274.37,6.64,21.70,,,,,0.931,0.12
3620468,"       (2012 XR93)",,,59800,2.484,0.5109,10.92,257.30,161.92,171.76,21.80,,,,,1.215,0.235
3620469,"       (2012 XS93)",,,59800,1.139,0.7349,21.86,289.29,326.93,247.09,19.86,,,,,0.302,0.106
3620470,"       (2012 XT93)",,,59800,2.325,0.5651,8.31,84.17,307.91,273.79,21.80,,,,,1.011,0.0892
3620666,"       (2012 XO111)",,,59800,2.004,0.4994,4.28,328.11,189.81,113.63,21.16,,,,,1.003,0.0176
3620667,"       (2012 XP111)",,,59800,1.718,0.3566,4.30,285.81,184.28,89.17,23.61,,,,,1.106,0.124
3620668,"       (2012 XQ111)",,,59800,2.407,0.5251,6.65,254.10,207.52,203.54,24.05,,,,,1.143,0.169
3620669,"       (2012 XR111)",,,59800,1.722,0.3882,10.17,77.45,352.57,102.88,24.90,,,,,1.053,0.0708
3620670,"       (2012 XS111)",,,59800,0.7736,0.4995,7.61,62.23,191.96,265.38,22.00,,,,,0.387,0.0479
3620671,"       (2012 XT111)",,,59800,2.087,0.6064,1.85,270.25,104.64,89.72,25.90,,,,,0.821,0.0106
3620672,"       (2012 XB112)",,,59800,1.029,0.1447,1.32,76.88,88.87,26.46,29.90,,0.0025,,0.043333,0.880,0.000806
3620673,"       (2012 XC112)",,,59800,2.434,0.5623,27.43,261.60,217.19,183.96,19.30,,,,,1.065,0.149
3620675,"       (2012 XE112)",,,59800,2.135,0.5086,6.98,258.63,233.29,17.57,20.60,,,,,1.049,0.11
3620676,"       (2012 XF112)",,,59800,3.225,0.6290,10.92,300.02,169.79,238.43,20.00,,,,,1.197,0.217
3620677,"       (2012 XH112)",,,59800,2.092,0.6158,4.00,83.21,59.01,52.67,26.90,,,,,0.804,0.000587
3620678,"       (2012 XJ112)",,,59800,1.222,0.3697,2.44,256.84,102.49,94.03,26.90,,,,,0.770,0.000787
3620679,"       (2012 XK112)",,,56276,1.435,0.3545,7.22,94.35,291.39,27.43,24.20,,,,,0.926,0.0524
3620862,"       (2012 XZ132)",,,56273,1.296,0.3396,2.38,209.44,314.01,312.83,24.70,,,,,0.856,0.0149
3620863,"       (2012 XA133)",,,59800,1.328,0.6977,4.06,225.57,78.00,165.44,21.00,,,,3.2774,0.401,0.0172
3620864,"       (2012 XB133)",,,59800,1.633,0.4232,1.16,69.47,330.51,240.81,25.10,,,,,0.942,0.00064
3620865,"       (2012 XC133)",,,59800,1.724,0.4068,27.69,253.15,254.77,64.98,22.30,,,,,1.023,0.248
3620866,"       (2012 XD133)",,,59800,1.485,0.2699,15.84,263.79,193.38,112.43,22.30,,,,,1.084,0.106
3620867,"       (2012 XE133)",,,59800,0.7232,0.4326,6.73,281.03,337.08,81.81,23.30,,,,,0.410,0.00189
3620868,"       (2012 XF133)",,,59800,1.513,0.4129,8.03,285.90,71.62,109.97,22.20,,,,,0.889,0.0364
3620869,"       (2012 XG133)",,,56275,2.82,0.6146,3.27,115.39,294.37,6.51,24.00,,,,,1.087,0.111
3620870,"       (2012 XH133)",,,56276,1.104,0.4843,2.09,219.49,104.21,62.93,24.60,,,,,0.569,0.00331
3621018,"       (2012 XJ134)",,,59800,2.567,0.7379,2.46,237.09,124.41,136.97,21.50,,,,,0.673,0.0141
3621019,"       (2012 XK134)",,,59800,1.193,0.2151,0.62,116.74,265.41,185.35,26.40,,,,,0.937,0.00568
3621020,"       (2012 XL134)",,,56275,2.551,0.6305,0.57,256.31,215.00,354.64,27.80,,,,,0.943,0.00133
3621021,"       (2012 XM134)",,,56280,3.327,0.6999,2.12,311.43,80.96,7.74,22.70,,,,,0.998,0.0357
3621022,"       (2012 XN134)",,,59800,1.962,0.4926,5.30,84.00,351.18,185.84,27.70,,,,,0.995,0.0147
3621023,"       (2012 XO134)",,,59800,0.9754,0.3782,1.42,124.17,199.51,82.27,24.00,,,,0.0272308,0.607,0.0178
3621024,"       (2012 XP134)",,,59800,1.207,0.3080,5.63,262.37,250.84,58.14,27.50,,,,,0.835,0.00324
3621027,"       (2012 XT134)",,,59800,2.061,0.6626,60.15,281.09,53.69,126.73,18.90,,,,,0.695,0.172
3621568,"       (2012 XM145)",,,59800,0.8768,0.1965,26.21,249.42,345.11,113.04,20.40,,,,,0.705,0.0554
3621604,"       (2012 YK)",,,59800,0.7589,0.3840,11.27,88.60,165.51,44.12,23.00,,,,,0.467,0.034
3621619,"       (2012 YN1)",,,59800,1.216,0.0873,26.99,89.36,21.39,51.66,23.20,,,,,1.110,0.133
3621620,"       (2012 YO1)",,,59800,1.825,0.4901,17.47,85.82,312.69,341.24,21.30,,,,,0.930,0.0431
3621641,"       (2012 YQ1)",,,59800,1.997,0.5643,5.15,120.15,42.12,131.06,21.00,,,,,0.870,0.00706
3621642,"       (2012 YR1)",,,59800,2.049,0.5281,2.50,81.16,342.29,109.46,26.60,,,,,0.967,0.000109
3621643,"       (2012 YS1)",,,56282,1.844,0.6123,7.22,90.42,77.71,340.84,25.00,,,,,0.715,0.00853
3621700,"       (2012 YO3)",,,59800,2.44,0.6725,3.60,30.96,351.42,202.14,21.20,,,,,0.799,0.0463
3621701,"       (2012 YP3)",,,59800,1.5,0.3005,2.23,91.32,5.85,82.82,25.70,,,,,1.049,0.0673
3621702,"       (2012 YQ3)",,,59800,2.793,0.6084,8.24,94.33,47.46,10.74,22.10,,,,,1.094,0.147
3621703,"       (2012 YR3)",,,56284,2.809,0.6630,8.56,91.63,329.74,5.01,26.30,,,,,0.947,0.0103
3621772,"       (2012 YN6)",,,59800,2.123,0.5210,5.67,291.50,208.13,23.53,22.20,,,,,1.017,0.0493
3621773,"       (2012 YP6)",,,59800,1.223,0.2187,22.28,273.88,72.56,119.60,21.40,,,,,0.956,0.0677
3621805,"       (2012 YY6)",,,59800,1.525,0.6814,4.03,22.62,317.78,66.62,21.30,,,,,0.486,0.037
3621808,"       (2012 YD7)",,,59800,0.8802,0.2188,2.54,72.73,201.73,52.76,24.30,,,,,0.688,0.0175
3621811,"       (2012 YH7)",,,59800,2.609,0.5067,28.59,89.78,283.09,140.37,19.30,,,,,1.287,0.533
3621812,"       (2012 YJ7)",,,56286,1.622,0.6279,4.00,307.53,254.66,329.37,22.40,,,,,0.604,0.0152
3621813,"       (2012 YK7)",,,59800,1.912,0.5033,10.56,131.99,282.47,242.82,21.50,,,,,0.949,0.122
3621814,"       (2012 YL7)",,,59800,1.471,0.2757,2.39,152.50,325.21,124.06,22.74,,,,,1.066,0.0862
3623672,"       (2012 YF8)",,,56294,1.865,0.6300,3.83,54.87,143.87,335.90,22.20,,,,,0.690,0.0469
3623477,"       (2012 YJ8)",,,59800,2.446,0.4979,11.29,35.36,66.17,183.51,20.60,,,,,1.228,0.309
